@relation mqp_features

@attribute dt numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute gx numeric
@attribute gy numeric
@attribute gz numeric
@attribute rx numeric
@attribute ry numeric
@attribute rz numeric
@attribute rw numeric

@data
1475604593865.999872,1.057401,0.040715,-1.022673,0.009587,0.023436,0.003196,?,?,?,?
1475604593899.000064,1.051414,0.091011,-1.111289,0.012783,0.02024,0.004261,?,?,?,?
1475604593937.999872,1.020278,0.069456,-1.128054,0.010653,0.005326,0.003196,?,?,?,?
1475604593971.000064,1.047821,0.058678,-1.025068,0.009587,0.006392,0.004261,?,?,?,?
1475604593976.999936,0.990341,-0.022753,-1.18793,0.010653,0.006392,0.006392,?,?,?,?
1475604594052.999936,0.993933,0.032333,-1.070574,0.002131,0.007457,0.014914,?,?,?,?
1475604594072.999936,0.883762,-0.059875,-1.007106,-0.007457,0.005326,0.012783,?,?,?,?
1475604594127.000064,0.925675,0.01916,-0.999921,0.022371,0.001065,0.006392,?,?,?,?
1475604594134.000128,0.931663,-0.021555,-0.920885,0.010653,-0.015979,0.008522,?,?,?,?
1475604594192,1.059796,0.070653,-1.051414,0.029827,-0.019175,0.004261,?,?,?,?
1475604594296,0.990341,0.032333,-1.045426,0.031958,-0.024501,0.008522,?,?,?,?
1475604594320,0.955613,0.002395,-1.169967,0.033023,-0.031958,0.001065,?,?,?,?
1475604594359.000064,1.028661,-0.049098,-1.046624,0.009587,-0.021305,-0.005326,?,?,?,?
1475604594364,1.086141,0.203577,-0.965193,0.008522,0.008522,0,?,?,?,?
1475604594392.999936,1.035846,0.136516,-1.094524,0.007457,0.018109,-0.005326,?,?,?,?
1475604594428,1.041834,0.070653,-1.041834,0,0.005326,-0.002131,?,?,?,?
1475604594459.000064,1.014291,0.106578,-0.93765,0.006392,0,-0.001065,?,?,?,?
1475604594539.000064,1.020278,-0.01437,-1.005908,-0.004261,0,-0.002131,?,?,?,?
1475604594584,1.027463,0.070653,-0.95681,0.005326,0.003196,0.001065,?,?,?,?
1475604594595.000064,1.083746,0.088616,-1.055006,0.008522,0.004261,0.001065,?,?,?,?
1475604594628.999936,1.019081,0.056283,-0.997526,0.005326,0,0.006392,?,?,?,?
1475604594665.999872,1.026266,0.076641,-0.967588,0.005326,0.009587,0.003196,?,?,?,?
1475604594673.999872,1.015488,0.079036,-1.045426,0.006392,0.009587,0.002131,?,?,?,?
1475604594737.999872,1.027463,0.148491,-1.140029,0.006392,0.011718,0.001065,?,?,?,?
1475604594769.999872,0.93286,0.075443,-0.965193,0.010653,0.010653,0.002131,?,?,?,?
1475604594799.000064,0.946033,-0.011975,-1.039438,0.008522,0.015979,0,?,?,?,?
1475604594827.000064,0.962798,0.100591,-1.040636,0.002131,0.014914,0.002131,?,?,?,?
1475604594857.999872,0.974773,0.135319,-1.052611,0.011718,0.013848,0.001065,?,?,?,?
1475604594892,1.093326,0.110171,-0.963995,0.012783,0.013848,0,?,?,?,?
1475604594916.999936,1.019081,0.076641,-0.979563,0.011718,0.015979,-0.002131,?,?,?,?
1475604594951.000064,1.029858,0.05748,-1.031056,0.012783,0.017044,-0.002131,?,?,?,?
1475604594990.000128,0.912502,0.034728,-0.965193,0.011718,0.010653,-0.001065,?,?,?,?
1475604594996.999936,0.92807,0.03353,-1.199905,0.004261,0.007457,-0.003196,?,?,?,?
1475604595084,1.056204,0.130529,-0.96639,0.002131,0.008522,-0.005326,?,?,?,?
1475604595088,0.981958,0.096998,-1.003513,0.013848,0.007457,-0.003196,?,?,?,?
1475604595126.000128,0.876577,0.039518,-1.059796,0.013848,0.007457,-0.005326,?,?,?,?
1475604595158.000128,0.906515,0.116158,-0.930465,-0.005326,0.002131,-0.007457,?,?,?,?
1475604595184.999936,0.940045,0.154479,-1.043031,0.001065,0.001065,-0.019175,?,?,?,?
1475604595217.999872,0.905317,-0.086221,-1.049019,0.004261,-0.009587,-0.02024,?,?,?,?
1475604595248.999936,1.014291,0.03353,-1.056204,0.026632,-0.008522,-0.021305,?,?,?,?
1475604595276,0.954415,0.053888,-1.001118,0.031958,-0.008522,-0.018109,?,?,?,?
1475604595316.999936,1.064586,0.176034,-1.081351,0.046872,-0.013848,-0.012783,?,?,?,?
1475604595401.999872,1.020278,0.179626,-0.980761,0.046872,-0.013848,-0.014914,?,?,?,?
1475604595412,1.070574,0.273032,-0.96639,0.04048,-0.072438,-0.010653,?,?,?,?
1475604595455.000064,0.990341,0.427511,-0.983155,0.044741,-0.08096,0,?,?,?,?
1475604595492,1.043031,0.213157,-0.742456,0.03835,-0.082025,0.003196,?,?,?,?
1475604595596,1.172362,0.378413,-0.795146,0.030893,-0.085221,0.034088,?,?,?,?
1475604595611.000064,1.308878,0.289797,-0.968785,-0.002131,-0.086286,0.03835,?,?,?,?
1475604595636.999936,1.25978,0.216749,-1.028661,-0.04048,-0.08096,0.055394,?,?,?,?
1475604595696,0.958008,0.011975,-1.069376,0.06072,-0.088417,0.064981,?,?,?,?
1475604595716.999936,1.034648,0.011975,-1.040636,0.075634,-0.091613,0.059655,?,?,?,?
1475604595723.000064,1.102906,0.087418,-1.028661,0.087352,-0.068177,0.059655,?,?,?,?
1475604595775.000064,0.94723,-0.022753,-0.958008,0.030893,-0.037284,0.070307,?,?,?,?
1475604595788.999936,0.845442,0.143701,-0.946033,0.072438,-0.030893,0.126766,?,?,?,?
1475604595827.000064,0.809517,0.659828,-1.004711,0.102265,-0.044741,0.126766,?,?,?,?
1475604595860.999936,0.978365,0.106578,-0.931663,-0.295078,-0.031958,0.125701,?,?,?,?
1475604595910.000128,1.033451,-0.215552,-1.071771,-0.42291,-0.002131,0.131028,?,?,?,?
1475604595940,0.995131,0.177231,-1.077759,-0.257794,-0.017044,0.169377,?,?,?,?
1475604595971.000064,0.95681,-0.039518,-0.713716,-0.26099,-0.047937,0.123571,?,?,?,?
1475604596009.999872,0.95202,-0.150886,-1.011896,-0.713727,-0.096939,0.031958,?,?,?,?
1475604596049.999872,0.902922,0.228724,-1.253793,-0.796818,-0.111853,0.003196,?,?,?,?
1475604596115.000064,1.130449,-0.178429,-1.736389,-1.184574,-0.063916,-0.051133,?,?,?,?
1475604596169.999872,0.944835,-0.03353,-1.445394,-1.238903,0.024501,-0.033023,?,?,?,?
1475604596180.999936,1.050216,0.032333,-1.458567,-1.115332,0.036219,-0.007457,?,?,?,?
1475604596212.999936,0.999921,0.049098,-1.266965,-1.104679,0.06072,0.056459,?,?,?,?
1475604596241.999872,1.049019,-0.268242,-1.591491,-1.062069,0.107592,0.088417,?,?,?,?
1475604596270.000128,1.015488,-0.439486,-1.225052,-0.927845,0.184291,0.074569,?,?,?,?
1475604596302.000128,1.099314,-0.593965,-0.829874,-0.820254,0.208792,0.066046,?,?,?,?
1475604596328,1.117277,-0.833467,-0.667013,-0.592287,0.22264,0.050067,?,?,?,?
1475604596367.000064,0.813109,0.158071,-1.220262,0.111853,0.155529,-0.008522,?,?,?,?
1475604596369.999872,0.761616,0.446671,-1.408271,0.518784,0.137419,0.015979,?,?,?,?
1475604596427.000064,0.845442,0.076641,-1.410666,0.531567,0.138484,0.011718,?,?,?,?
1475604596459.000064,0.981958,-0.285007,-0.748444,0.230097,0.215183,0.002131,?,?,?,?
1475604596488,0.97597,-0.452659,-0.689766,0.372843,0.175769,-0.156594,?,?,?,?
1475604596518.000128,1.074166,-0.3365,-1.828597,0.308927,0.366451,-0.142745,?,?,?,?
1475604596550.000128,0.411943,-0.422721,-1.862128,0.126766,0.388822,-0.144876,?,?,?,?
1475604596582.000128,0.373623,-0.843047,-1.660946,0.137419,0.401605,-0.198139,?,?,?,?
1475604596640,1.038241,-0.470621,-0.201182,0.406931,0.234358,-0.165116,?,?,?,?
1475604596718.000128,1.55317,0.301772,-0.285007,0.604005,0.189617,-0.13955,?,?,?,?
1475604596755.000064,1.883683,0.734073,-1.625021,0.836233,0.238619,-0.019175,?,?,?,?
1475604596766.000128,1.032253,-0.074246,-1.367556,0.397344,0.144876,-0.019175,?,?,?,?
1475604596796.999936,0.886157,-0.017963,-0.881367,0.127832,0.090547,-0.011718,?,?,?,?
1475604596848.999936,0.825084,-0.003593,-0.859812,0.009587,0.07883,-0.012783,?,?,?,?
1475604596876.999936,0.93765,-0.147294,-1.069376,0.010653,0.073503,-0.011718,?,?,?,?
1475604596908.999936,0.968785,-0.093406,-1.066981,0.013848,0.063916,-0.003196,?,?,?,?
1475604596967.000064,1.074166,0.010778,-1.365161,0.045806,0.053263,-0.010653,?,?,?,?
1475604596982.000128,0.990341,0.158071,-1.356779,0.045806,0.054328,-0.002131,?,?,?,?
1475604597040.999936,0.876577,0.063468,-1.223855,0.024501,0.013848,0.010653,?,?,?,?
1475604597063.000064,0.991538,-0.156874,-1.160387,0.012783,0.012783,0.008522,?,?,?,?
1475604597067.000064,0.934058,-0.03832,-1.213077,0.014914,0.026632,0.009587,?,?,?,?
1475604597132,0.963995,-0.079036,-1.24541,0.015979,0.029827,0.010653,?,?,?,?
1475604597188.999936,0.859812,-0.089813,-1.117277,0.035154,0.007457,0.011718,?,?,?,?
1475604597204,0.985551,-0.176034,-1.225052,0.036219,0.021305,0.008522,?,?,?,?
1475604597231.000064,1.015488,-0.086221,-1.174757,0.030893,0.022371,0.02024,?,?,?,?
1475604597263.000064,0.88496,-0.087418,-1.153202,0.033023,0.009587,0.022371,?,?,?,?
1475604597292,1.052611,0.155676,-1.246608,0.024501,-0.037284,0.024501,?,?,?,?
1475604597320,0.750839,0.075443,-1.045426,-0.029827,-0.046872,0.035154,?,?,?,?
1475604597376,0.728086,-0.599952,-1.19751,-0.083091,-0.28336,-0.043676,?,?,?,?
1475604597398.000128,0.784369,0.432301,-1.096919,0.413323,-0.278034,0.045806,?,?,?,?
1475604597435.000064,1.215472,-0.223934,-1.222657,0.390952,-0.160855,0.055394,?,?,?,?
1475604597496.999936,1.069376,-0.05748,-1.379531,0.340885,-0.087352,0.026632,?,?,?,?
1475604597536.999936,0.985551,0.226329,-1.520837,0.385626,-0.059655,0.025566,?,?,?,?
1475604597540,1.100511,0.188009,-1.351989,0.379234,-0.005326,0.011718,?,?,?,?
1475604597580.999936,1.064586,-0.277822,-0.978365,0.170442,0.022371,-0.002131,?,?,?,?
1475604597612.999936,0.953218,-0.00958,-1.199905,0.105461,-0.015979,0,?,?,?,?
1475604597636,0.991538,-0.058678,-1.011896,0.085221,-0.019175,0,?,?,?,?
1475604597664,1.032253,0.005988,-1.094524,0.079895,-0.014914,0.001065,?,?,?,?
1475604597776.999936,1.003513,-0.071851,-1.153202,0.073503,-0.012783,0,?,?,?,?
1475604597804.999936,1.022673,-0.02395,-1.185535,0.036219,-0.031958,-0.001065,?,?,?,?
1475604597852.999936,1.062191,0.080233,-1.302891,0.005326,-0.026632,-0.007457,?,?,?,?
1475604597889.999872,1.044229,-0.081431,-1.24062,-0.039415,-0.026632,-0.009587,?,?,?,?
1475604597948,1.112487,-0.093406,-1.113684,-0.051133,-0.018109,-0.022371,?,?,?,?
1475604597960.999936,1.057401,-0.096998,-1.087339,-0.03835,-0.02024,-0.024501,?,?,?,?
1475604597992.999936,0.922083,-0.077838,-1.112487,-0.062851,-0.015979,-0.028762,?,?,?,?
1475604598027.000064,1.020278,-0.185614,-0.992736,-0.061785,-0.015979,-0.037284,?,?,?,?
1475604598123.000064,1.011896,0.099393,-1.312471,0.030893,-0.017044,-0.014914,?,?,?,?
1475604598140,1.074166,-0.050295,-1.102906,0.004261,0.005326,-0.017044,?,?,?,?
1475604598179.000064,0.816702,0.075443,-1.092129,-0.043676,0,-0.02024,?,?,?,?
1475604598187.000064,0.9137,-0.03832,-1.081351,-0.036219,-0.003196,-0.019175,?,?,?,?
1475604598219.000064,0.995131,-0.088616,-1.201102,-0.034088,-0.008522,-0.019175,?,?,?,?
1475604598268.999936,1.025068,-0.116158,-1.137634,-0.037284,-0.010653,-0.018109,?,?,?,?
1475604598297.999872,0.88975,-0.007185,-1.337618,-0.025566,-0.008522,-0.014914,?,?,?,?
1475604598328,1.081351,0.032333,-1.193917,-0.02024,0.006392,0,?,?,?,?
1475604598358.000128,0.999921,0.120948,-1.013093,-0.007457,0.010653,0.017044,?,?,?,?
1475604598416.999936,0.926873,-0.191602,-1.166375,-0.063916,0.042611,0.006392,?,?,?,?
1475604598432.999936,0.978365,0.050295,-1.189127,0.005326,0.04048,0.008522,?,?,?,?
1475604598475.000064,1.123264,0.002395,-1.025068,0.017044,0.043676,0.004261,?,?,?,?
1475604598512.999936,0.896935,-0.148491,-1.100511,-0.027697,0,0.004261,?,?,?,?
1475604598516,0.91849,0.056283,-1.032253,-0.003196,0,0.004261,?,?,?,?
1475604598544.999936,0.990341,-0.037123,-1.056204,0.04048,-0.002131,0.006392,?,?,?,?
1475604598577.999872,1.100511,-0.067061,-1.120869,0.037284,-0.001065,0,?,?,?,?
1475604598608,0.989143,-0.085023,-1.058599,0.03835,-0.018109,-0.005326,?,?,?,?
1475604598742.000128,0.965193,0.137714,-1.144819,0.031958,-0.027697,-0.001065,?,?,?,?
1475604598752.999936,0.94244,-0.122146,-1.122067,0.036219,-0.02024,-0.015979,?,?,?,?
1475604598761.999872,1.005908,-0.129331,-0.993933,-0.046872,-0.035154,-0.018109,?,?,?,?
1475604598843.000064,1.092129,-0.088616,-1.107697,-0.017044,0.030893,-0.007457,?,?,?,?
1475604598884.999936,1.104104,-0.083826,-1.140029,-0.049002,0.039415,-0.021305,?,?,?,?
1475604598912,0.92807,-0.142504,-1.041834,-0.054328,0.030893,-0.026632,?,?,?,?
1475604598923.000064,0.90412,-0.059875,-1.112487,-0.002131,0.026632,-0.017044,?,?,?,?
1475604598980,0.969983,-0.073048,-1.166375,0.007457,0.021305,-0.014914,?,?,?,?
1475604599038.000128,0.954415,0.003593,-1.122067,0.003196,0.030893,-0.02024,?,?,?,?
1475604599089.999872,0.922083,-0.063468,-1.161584,0,0.035154,-0.011718,?,?,?,?
1475604599129.999872,0.930465,-0.016765,-1.005908,-0.004261,0.026632,-0.006392,?,?,?,?
1475604599134.000128,0.911305,0.044308,-1.113684,0.006392,0.017044,0.004261,?,?,?,?
1475604599201.999872,1.072969,-0.025148,-0.887355,0.042611,-0.011718,0.017044,?,?,?,?
1475604599204.999936,0.967588,-0.100591,-1.071771,-0.018109,-0.014914,0.011718,?,?,?,?
1475604599260,0.86101,-0.186812,-1.156794,-0.011718,-0.028762,-0.005326,?,?,?,?
1475604599334.000128,0.974773,0.137714,-1.2502,0.085221,-0.027697,-0.001065,?,?,?,?
1475604599344,1.046624,0.100591,-1.2502,0.091613,-0.025566,-0.004261,?,?,?,?
1475604599353.999872,1.021476,0.092208,-1.126857,0.090547,-0.022371,-0.004261,?,?,?,?
1475604599404.999936,0.965193,-0.120948,-0.968785,0.082025,-0.014914,-0.003196,?,?,?,?
1475604599436,0.987946,-0.094603,-1.099314,0.073503,0.005326,-0.006392,?,?,?,?
1475604599464.999936,1.081351,-0.122146,-1.078956,0.039415,0,-0.007457,?,?,?,?
1475604599496,1.112487,0.064666,-1.16398,0.03835,0.030893,-0.009587,?,?,?,?
1475604599592.999936,0.986748,0.056283,-1.308878,0.005326,0.027697,-0.015979,?,?,?,?
1475604599636.999936,0.993933,-0.017963,-1.120869,-0.013848,-0.008522,-0.011718,?,?,?,?
1475604599664.999936,0.829874,-0.140109,-0.9616,0.004261,0.003196,-0.009587,?,?,?,?
1475604599734.000128,0.940045,-0.008383,-0.989143,0.075634,-0.018109,-0.006392,?,?,?,?
1475604599737.999872,0.926873,-0.002395,-1.23104,0.082025,-0.036219,-0.006392,?,?,?,?
1475604599788,0.883762,0.034728,-1.167572,0.069242,-0.039415,-0.004261,?,?,?,?
1475604599827.000064,1.010698,0.022753,-1.316063,0.035154,-0.017044,-0.007457,?,?,?,?
1475604599857.999872,1.027463,0.05269,-1.353186,0,-0.009587,0.003196,?,?,?,?
1475604599918.000128,1.047821,-0.02395,-0.992736,-0.037284,-0.010653,0.034088,?,?,?,?
1475604599920.999936,1.087339,0.0479,-1.244213,-0.024501,0.005326,0.067112,?,?,?,?
1475604599934.000128,1.116079,0.219144,-1.18793,-0.010653,0.03835,0.087352,?,?,?,?
1475604599988.999936,1.049019,-0.02874,-1.049019,0.011718,0.11931,-0.022371,?,?,?,?
1475604600031.000064,1.043031,-0.477806,-0.735271,0.027697,0.037284,-0.024501,?,?,?,?
1475604600043.000064,0.657433,-0.106578,-0.789159,0.208792,0.031958,-0.047937,?,?,?,?
1475604600108,0.755629,0.146096,-1.017883,0.279099,0.004261,-0.045806,?,?,?,?
1475604600137.999872,1.011896,0.216749,-1.026266,0.266316,-0.003196,-0.025566,?,?,?,?
1475604600168,1.126857,0.305365,-1.017883,0.259925,0.029827,-0.037284,?,?,?,?
1475604600195.000064,1.031056,-0.039518,-1.049019,0.174703,0.004261,-0.034088,?,?,?,?
1475604600239.000064,0.972378,0.03353,-0.968785,-0.001065,0.011718,-0.030893,?,?,?,?
1475604600276,0.993933,-0.05269,-0.97597,0.012783,0.012783,-0.027697,?,?,?,?
1475604600310.000128,1.031056,0.015568,-1.023871,0.021305,0.009587,-0.021305,?,?,?,?
1475604600440,0.886157,-0.005988,-1.18793,0.036219,0,-0.010653,?,?,?,?
1475604600452,0.89933,0.067061,-1.160387,0.023436,0.008522,-0.010653,?,?,?,?
1475604600464.999936,0.944835,0.025148,-1.134042,0.023436,0.019175,-0.009587,?,?,?,?
1475604600551.000064,0.874182,0.111368,-1.141227,0.039415,0.012783,-0.002131,?,?,?,?
1475604600566.000128,1.110092,-0.016765,-1.092129,0.056459,0.012783,-0.003196,?,?,?,?
1475604600598.000128,1.070574,-0.031135,-1.215472,0.053263,0.010653,0.002131,?,?,?,?
1475604600631.000064,0.93765,0.076641,-1.154399,0.042611,0.008522,0,?,?,?,?
1475604600657.999872,1.022673,-0.003593,-0.991538,0.017044,0.010653,0,?,?,?,?
1475604600688.999936,0.948428,0,-1.098116,0.012783,0.019175,0.003196,?,?,?,?
1475604600724.999936,1.002316,-0.162861,-1.044229,0.042611,0.02024,0.003196,?,?,?,?
1475604600756,1.086141,-0.039518,-0.893342,0.025566,0.02024,0.001065,?,?,?,?
1475604600764.999936,0.930465,0.081431,-1.068179,0.021305,0.002131,0.006392,?,?,?,?
1475604601008,1.057401,-0.05269,-1.023871,-0.005326,-0.008522,0.013848,?,?,?,?
1475604601048.999936,0.992736,0.128134,-0.96639,0.006392,-0.03835,0.013848,?,?,?,?
1475604601240.999936,0.97597,-0.025148,-1.066981,-0.033023,-0.035154,0.008522,?,?,?,?
1475604601312.999936,1.005908,0.008383,-1.106499,-0.005326,-0.028762,0.010653,?,?,?,?
1475604601335.000064,0.931663,0.039518,-1.184337,-0.002131,-0.031958,-0.003196,?,?,?,?
1475604601384,0.999921,-0.00479,-1.374741,0.005326,0.025566,-0.004261,?,?,?,?
1475604601409.999872,0.849034,-0.040715,-1.205892,0.015979,0.028762,0.001065,?,?,?,?
1475604601484.999936,0.93286,0.046703,-1.068179,0.014914,0.029827,0.002131,?,?,?,?
1475604601751.000064,1.010698,0.02395,-1.040636,-0.030893,0.035154,0.004261,?,?,?,?
1475604601879.000064,0.934058,-0.068258,-0.898132,-0.019175,0.02024,-0.001065,?,?,?,?
1475604601904,0.917292,-0.093406,-0.883762,0.010653,0.018109,-0.004261,?,?,?,?
1475604601987.000064,1.027463,0.01437,-0.984353,0.014914,0.017044,-0.003196,?,?,?,?
1475604602033.999872,0.967588,0.0479,-1.076561,0.02024,0.017044,-0.004261,?,?,?,?
1475604602150.000128,0.969983,-0.001198,-1.100511,0.018109,0.014914,-0.004261,?,?,?,?
1475604602224,1.049019,0.049098,-1.132844,0.019175,0.014914,0.001065,?,?,?,?
1475604602251.000064,0.979563,0.020358,-1.002316,0.017044,0.014914,0,?,?,?,?
1475604602332,1.055006,0.016765,-0.998723,0.008522,0,0.001065,?,?,?,?
1475604602368,1.062191,-0.086221,-1.169967,-0.015979,0.019175,-0.010653,?,?,?,?
1475604602457.999872,1.005908,-0.087418,-1.25978,0.006392,0.012783,-0.007457,?,?,?,?
1475604602527.000064,1.062191,0.096998,-1.083746,0.033023,0.004261,-0.011718,?,?,?,?
1475604602583.000064,0.960403,-0.016765,-1.131647,-0.024501,0.012783,0.023436,?,?,?,?
1475604602656,0.959205,0.01437,-1.107697,0.015979,0.002131,-0.009587,?,?,?,?
1475604602742.000128,0.984353,-0.040715,-1.108894,-0.024501,-0.009587,0.003196,?,?,?,?
1475604602800.999936,1.028661,0.039518,-1.025068,-0.007457,-0.019175,0.001065,?,?,?,?
1475604603052.999936,0.972378,0.002395,-1.101709,-0.013848,-0.015979,0.001065,?,?,?,?
1475604603296.999936,1.038241,-0.040715,-1.116079,-0.015979,-0.013848,0.002131,?,?,?,?
1475604603328.999936,1.032253,-0.008383,-0.986748,-0.018109,-0.012783,0,?,?,?,?
1475604603382.000128,0.997526,0.03353,-1.075364,-0.021305,-0.008522,0.002131,?,?,?,?
1475604603451.000064,0.911305,0.020358,-1.086141,-0.023436,-0.010653,0,?,?,?,?
1475604603468.999936,0.993933,-0.029938,-1.106499,-0.019175,-0.011718,0.001065,?,?,?,?
1475604603495.000064,0.953218,0.02395,-1.165177,-0.02024,-0.013848,0,?,?,?,?
1475604603528.999936,0.998723,-0.05269,-1.105301,-0.021305,-0.015979,0,?,?,?,?
1475604603588,0.984353,0.05269,-1.113684,-0.022371,-0.015979,0,?,?,?,?
1475604603603.000064,1.039438,0.063468,-1.064586,-0.023436,-0.017044,0,?,?,?,?
1475604603633.999872,0.984353,-0.040715,-1.087339,-0.021305,-0.017044,-0.003196,?,?,?,?
1475604603678.000128,1.013093,-0.056283,-1.049019,-0.024501,-0.017044,-0.003196,?,?,?,?
1475604603721.999872,1.047821,0.007185,-1.011896,-0.022371,-0.022371,0,?,?,?,?
1475604603787.000064,0.94244,-0.027543,-1.099314,-0.023436,-0.02024,-0.001065,?,?,?,?
1475604603836.999936,1.016686,0.00958,-1.095721,-0.031958,-0.013848,-0.001065,?,?,?,?
1475604603872.999936,0.950823,0.02395,-0.929268,-0.022371,-0.013848,-0.004261,?,?,?,?
1475604603905.999872,0.973575,-0.008383,-1.104104,-0.018109,-0.012783,-0.006392,?,?,?,?
1475604603940.999936,0.925675,-0.005988,-1.013093,-0.017044,-0.010653,-0.007457,?,?,?,?
1475604603990.000128,0.991538,0.016765,-1.112487,-0.015979,-0.009587,-0.008522,?,?,?,?
1475604604039.000064,1.007106,0.011975,-1.18314,-0.014914,-0.001065,-0.014914,?,?,?,?
1475604604048.999936,0.949625,0.010778,-1.22146,-0.011718,-0.003196,-0.010653,?,?,?,?
1475604604086.000128,0.978365,-0.081431,-1.077759,-0.010653,0,-0.009587,?,?,?,?
1475604604144,0.910107,-0.032333,-1.281335,-0.011718,0.003196,-0.012783,?,?,?,?
1475604604182.000128,0.980761,-0.035925,-1.2502,-0.010653,-0.001065,-0.014914,?,?,?,?
1475604604188.999936,0.998723,0.067061,-1.22146,-0.007457,-0.003196,-0.013848,?,?,?,?
1475604604231.000064,0.926873,0.076641,-1.19272,-0.007457,0,-0.017044,?,?,?,?
1475604604260.999936,1.072969,0.089813,-1.18314,-0.006392,0,-0.014914,?,?,?,?
1475604604361.999872,0.914897,0.071851,-1.152004,-0.005326,-0.012783,-0.013848,?,?,?,?
1475604604384.999936,0.95202,-0.001198,-1.077759,-0.007457,-0.03835,-0.019175,?,?,?,?
1475604604556,1.010698,-0.098196,-1.110092,-0.012783,-0.04048,-0.023436,?,?,?,?
1475604604567.000064,1.062191,-0.059875,-1.112487,-0.015979,-0.033023,0,?,?,?,?
1475604604624,1.070574,0.108973,-1.117277,-0.003196,-0.003196,-0.002131,?,?,?,?
1475604604662.000128,1.096919,-0.037123,-0.906515,-0.004261,-0.019175,-0.008522,?,?,?,?
1475604604724.999936,1.010698,0.037123,-0.998723,-0.013848,-0.002131,0.003196,?,?,?,?
1475604604739.000064,1.002316,-0.02874,-1.130449,-0.013848,0.017044,0.002131,?,?,?,?
1475604604769.999872,0.93765,0.061073,-1.298101,-0.035154,0.021305,0.007457,?,?,?,?
1475604604804,1.046624,0.00479,-1.17356,-0.035154,0.02024,0.007457,?,?,?,?
1475604604833.999872,1.015488,-0.025148,-1.174757,-0.026632,0.025566,0.005326,?,?,?,?
1475604604864.999936,0.958008,0.117356,-1.123264,-0.013848,0.006392,-0.003196,?,?,?,?
1475604604992.999936,0.930465,0.017963,-1.138832,-0.015979,0.006392,-0.002131,?,?,?,?
1475604605003.000064,0.97118,0.059875,-1.110092,0,0.008522,0.017044,?,?,?,?
1475604605094.000128,1.038241,-0.061073,-1.072969,-0.003196,0.008522,0.004261,?,?,?,?
1475604605132,1.003513,0.05748,-1.069376,0.022371,0.005326,-0.014914,?,?,?,?
1475604605136,0.968785,-0.134121,-1.090931,0.022371,0.034088,-0.021305,?,?,?,?
1475604605174.000128,1.034648,-0.03832,-1.104104,0.039415,0.055394,-0.017044,?,?,?,?
1475604605232.999936,0.869392,0.203577,-1.090931,0.089482,0.056459,-0.001065,?,?,?,?
1475604605247.000064,0.743654,0.082628,-0.874182,0.079895,0.034088,0.007457,?,?,?,?
1475604605307.000064,0.863405,-0.001198,-1.120869,0.003196,-0.010653,0.010653,?,?,?,?
1475604605310.000128,0.977168,-0.123344,-1.059796,-0.033023,-0.005326,0.008522,?,?,?,?
1475604605320.999936,0.962798,-0.049098,-0.97597,-0.028762,-0.001065,0.003196,?,?,?,?
1475604605375.000064,1.015488,0.040715,-1.053809,-0.021305,-0.011718,0.008522,?,?,?,?
1475604605420.999936,0.89454,0.017963,-1.132844,0.003196,-0.003196,0.006392,?,?,?,?
1475604605492,1.004711,-0.035925,-1.111289,0.001065,-0.004261,0.006392,?,?,?,?
1475604605543.000064,0.97118,0.05748,-1.275348,-0.002131,0,0.002131,?,?,?,?
1475604605576,1.035846,0.01916,-1.096919,-0.002131,-0.002131,0.011718,?,?,?,?
1475604605606.000128,1.015488,-0.020358,-1.561553,0.019175,0.029827,-0.007457,?,?,?,?
1475604605840.999936,1.003513,-0.098196,-1.002316,-0.138484,0.042611,0.011718,?,?,?,?
1475604605864.999936,1.001118,0.085023,-0.881367,-0.153398,0.067112,0.019175,?,?,?,?
1475604605892,0.972378,0.037123,-1.056204,-0.111853,0.05859,0.009587,?,?,?,?
1475604605923.000064,0.934058,0.073048,-1.078956,-0.066046,0.029827,0.009587,?,?,?,?
1475604605971.000064,1.019081,0.129331,-1.132844,0.002131,0.023436,-0.007457,?,?,?,?
1475604606033.999872,1.086141,0.136516,-1.129252,0.030893,0.014914,0.012783,?,?,?,?
1475604606147.000064,0.995131,0.045505,-1.060994,0.011718,0.015979,0.012783,?,?,?,?
1475604606209.999872,1.040636,0.045505,-1.110092,0.002131,0.012783,0.004261,?,?,?,?
1475604606390.000128,0.997526,0.035925,-1.120869,0.003196,0.013848,0.007457,?,?,?,?
1475604606435.000064,1.025068,-0.03832,-1.083746,0.004261,0.013848,0.006392,?,?,?,?
1475604606536.999936,0.924478,-0.068258,-0.93286,0,0.014914,0.005326,?,?,?,?
1475604606574.000128,0.93286,-0.003593,-1.111289,0,0.012783,0.006392,?,?,?,?
1475604606632,1.037043,0.031135,-1.021476,-0.001065,0.010653,0.002131,?,?,?,?
1475604606665.999872,0.990341,-0.026345,-1.092129,0,0.004261,0.005326,?,?,?,?
1475604606712.999936,0.993933,-0.01437,-1.019081,-0.033023,-0.015979,-0.015979,?,?,?,?
1475604606827.000064,0.902922,0.174836,-1.117277,-0.011718,-0.030893,-0.018109,?,?,?,?
1475604606844,0.910107,0.053888,-1.002316,0.005326,-0.034088,-0.012783,?,?,?,?
1475604606908.999936,0.96639,0.176034,-1.093326,0.023436,-0.010653,0.009587,?,?,?,?
